timestamp,x,y,target_heading
0.118,915.1912907281766,219.96577461719997,
0.148,915.2761432790155,219.89757398457317,
0.16,915.3488166122488,219.8397987917217,
0.171,915.4085856057573,219.79288226591748,
0.186,915.4554123359254,219.75671349056822,
0.196,915.4898148545801,219.73074730661293,
0.207,915.5127377493637,219.7141113846412,
0.217,915.5254296353215,219.70570647213606,
0.227,915.5293314354097,219.70429688273106,
0.238,915.5259781035418,219.70858927572746,
0.248,915.5169153601012,219.71729864841663,
0.259,915.5036320692277,219.72920121462693,
0.268,915.4875081018324,219.74317446239422,
0.278,915.4697769014997,219.75822517088386,
0.288,915.4515014980848,219.77350652658413,
0.298,915.4335623860932,219.78832572071622,
0.309,915.416655487737,219.80214354631667,
0.319,915.4012983370269,219.8145675591462,
0.328,915.3878426329441,219.82534033709044,
0.342,915.3764913977074,219.8343242838352,
0.352,915.367319121949,219.84148428958096,
0.362,915.3602934648434,219.84686939858457,
0.393,915.3552972881932,219.85059445308931,
0.433,915.3521500254288,219.85282249670774,
0.449,915.3506276078796,219.85374853667867,
0.466,915.3504803822472,219.85358509086558,
0.481,915.3514486478771,219.85254978731263,
0.495,915.3532756151919,219.85085514532813,
0.51,915.3557177344439,219.84870054960092,
0.525,915.358552465296,219.846266333619,
0.539,915.3615836526515,219.84370981539297,
0.554,915.3646447436781,219.8411630760473,
0.569,915.3676001270982,219.8387322384276,
0.583,915.3703449010953,219.83649798621866,
0.6,915.3728033835873,219.83451706164254,
0.615,915.3749266712771,219.83282448895818,
0.629,915.3766895349761,219.8314362890866,
0.644,915.3780869112472,219.83035247524217,
0.659,915.3791302172395,219.82956014816804,
0.673,915.379843679213,219.8290365404324,
0.688,915.3802608278256,219.82875189051708,
0.702,915.3804212765813,219.82867205771524,
0.717,915.3803678653125,219.8287608170579,
0.731,915.3801442192588,219.82898179881397,
0.75,915.3797927468938,219.82930005904066,
0.769,915.3793530765688,219.8296832859253,
0.786,915.3788609134143,219.8301026611894,
0.802,915.3783472837086,219.8305334067292,
0.818,915.3778381238249,219.83095505418194,
0.834,915.377354164554,219.83135147956926,
0.848,915.3769110585841,219.8317107469812,
0.867,915.376519698704,219.83202480486167,
0.881,915.3761866763502,219.832289076283,
0.895,915.3759148339079,219.83250198108917,
0.911,915.3757038692074,219.83266442335184,
0.926,915.3755509564853,219.83277927258598,
0.941,915.3754513542876,219.83285086193519,
0.955,915.3753989770576,219.83288452132868,
0.97,915.375386913189,219.83288615864686,
0.985,915.3754078779256,219.8328618973749,
0.999,915.3754545944969,219.83281777518815,
1.014,915.3755201012075,219.8327595044692,
1.028,915.3755979857707,219.83269229293697,
1.043,915.3756825510221,219.8326207203697,
1.057,915.3757689182542,219.83254866580225,
1.073,915.3758530758519,219.83247927852412,
1.089,915.3759318817472,219.8324149856372,
1.104,915.3760030285179,219.8323575287822,
1.12,915.3760649798362,219.83230802283532,
1.136,915.376116886503,219.83226702983595,
1.152,915.3761584895777,219.83223464206526,
1.168,915.376190017207,219.83221056898122,
1.198,915.3762120807484,219.83219422357806,
1.213,,,119.91501801738201
1.228,915.3762255747283,219.83218480461773,
1.244,,,188.82086497702096
1.259,915.3762315841394,219.83218137204483,
1.274,,,159.30846449641328
1.289,915.3762313015867,219.83218291370412,
1.303,,,171.93886459135624
1.318,915.3762259558936,219.83218840221318,
1.332,,,166.5427428958364
1.347,915.3762167529786,219.832196841482,
1.362,,,168.8392930055289
1.376,915.3762048291385,219.8322073029086,
1.396,,,167.87036018093968
1.411,915.3761912163185,219.83221895171235,
1.425,,,168.27107750179732
1.44,915.3761768185251,219.83223106419493,
1.454,,,168.1131906682712
1.469,915.3761623982273,219.8322430369521,
1.484,,,168.16770244970095
1.498,915.3761485713901,219.83225438920172,
1.513,,,168.15687199100748
1.527,915.3761358096831,219.83226475946063,
1.542,,,168.14961159083444
1.556,915.376124448381,219.83227389780447,
1.571,,,168.1640614594988
1.585,915.3761146985221,219.83228165489285,
1.6,,,168.1470983227106
1.614,915.376106661984,219.83228796885075,
1.629,,,168.16462580898698
1.643,915.3761003482741,219.83229285097755,
1.657,,,168.14736711125664
1.672,915.3760956919903,219.8322963711161,
1.687,,,168.16404311944513
1.701,915.3760925700816,219.83229864336832,
1.715,,,168.1480752472876
1.73,915.3760908182171,219.83229981269636,
1.745,,,168.16331307145379
1.759,915.3760902457385,219.832300042806,
1.773,,,168.14879955082765
1.788,915.3760906488383,219.83229950557836,
1.803,,,168.16261365278774
1.817,915.3760918217469,219.83229837219884,
1.832,,,168.1494689051518
1.847,915.3760935658396,219.83229680603108,
1.861,,,168.16197256695224
1.876,915.376095696679,219.83229495720087,
