timestamp,x,y,target_heading
0.107,,,176.616668488485
0.136,902.6447646001108,234.20726956885446,
0.149,,,176.60298123985268
0.161,902.6737165634213,234.1870095280945,
0.172,,,176.58613593613637
0.182,902.6917632046647,234.17450856411742,
0.198,,,176.5817926241187
0.206,902.7002488051684,234.16879582904033,
0.216,,,176.57408147243893
0.226,902.7006630538024,234.16880041687207,
0.236,,,176.57695137627644
0.246,902.6945497687407,234.17341611616376,
0.256,,,176.57589606031706
0.264,902.6834309711813,234.18155514091745,
0.274,,,176.58345542833007
0.284,902.6687465633067,234.1921906916685,
0.293,,,176.58647901656173
0.304,902.6518091519509,234.20438870119096,
0.314,,,176.59633479686852
0.322,902.6337730055812,234.21732950955987,
0.332,,,176.6011822521746
0.342,902.6156157284273,234.2303204964978,
0.352,,,176.6113926791617
0.381,902.5981309699877,234.24280088374414,
0.403,,,176.61635612580884
0.43,902.5819303452686,234.25434001780235,
0.448,,,176.62557060842013
0.464,902.5674527032604,234.26463046656974,
0.479,,,176.62955340471026
0.494,902.5549789296412,234.27347722546122,
0.51,,,176.63701368913487
0.526,902.5446505857509,234.28078424311127,
0.542,,,176.63947987910814
0.558,902.5364908515165,234.28653935642507,
0.573,,,176.64493080408275
0.592,902.5304264386025,234.29079858147693,
0.608,,,176.64578761498913
0.625,902.5263093568311,234.29367055104257,
0.641,,,176.64934258764046
0.656,902.5239376391335,234.29530173040993,
0.673,,,176.64879713072847
0.689,902.5230743474895,234.2958628879581,
0.704,,,176.6507945400498
0.725,902.523464386248,234.29553715163064,
0.742,,,176.6492154030148
0.757,902.5248488337978,234.29450985113655,
0.773,,,176.65009090522437
0.788,902.5269766647066,234.2929602313302,
0.803,,,176.6478938648444
0.819,902.5296138698476,234.29105502633834,
0.834,,,176.64808235773057
0.85,902.5325500909373,234.28894380710227,
0.865,,,176.64564907267206
0.88,902.5356029688093,234.28675595667863,
0.895,,,176.64552085048592
0.91,902.5386204631641,234.28459908677655,
0.926,,,176.64315130614423
0.94,902.5414814377257,234.2825586839541,
0.955,,,176.64298013910337
0.971,902.5440948214575,234.2806987626638,
0.985,,,176.64087423692317
1.0,902.5463976568016,234.27906330272418,
1.015,,,176.64083107113402
1.03,902.5483523329748,234.27767825854107,
1.045,,,176.63909195251193
1.06,902.5499432792755,234.27655394428393,
1.075,,,176.639256247143
1.09,902.5511733630843,234.27568762114333,
1.104,,,176.63790724080283
1.119,902.5520602024455,234.2750661378519,
1.134,,,176.63828807613072
1.149,902.5526325661457,234.27466850217294,
1.164,,,176.63729592989665
1.179,902.5529269970559,234.27446828764093,
1.194,,,176.63785628729264
1.208,902.5529847587738,234.274435805336,
1.223,,,176.63715495883343
1.238,902.5528491725473,234.2745399940215,
1.253,,,176.63783439787667
1.269,902.5525633819493,234.274750002944,
1.283,,,176.63734559583543
1.298,902.5521685573888,234.27503645960127,
1.314,,,176.63807846376687
1.33,902.5517025315474,234.27537242963348,
1.346,,,176.6377269545046
1.362,902.5511988402798,234.27573408766716,
1.378,,,176.63845493988003
1.394,902.5506861312397,234.27610112655924,
1.41,,,176.6381781221485
1.425,902.550187894201,234.27645693827625,
1.441,,,176.6388572354176
1.456,902.5497224622932,234.2767886029013,
1.472,,,176.63860952807815
1.488,902.549303231709,234.27708672334234,
1.504,,,176.63921240620235
1.519,902.5489390483127,234.27734514259294,
1.534,,,176.6389655899307
1.549,902.5486347124734,234.27756057825098,
1.564,,,176.63948041620554
1.579,902.5483915578484,234.27773220579897,
1.593,,,176.63922128490518
1.608,902.5482080652679,234.277861218229,
1.622,,,176.63964867604344
1.637,902.548080478893,234.27795038526548,
1.652,,,176.6393752880458
1.666,902.5480033980765,234.27800363095812,
1.681,,,176.63972433548435
1.696,902.5479703245225,234.27802564400756,
1.711,,,176.6394419164674
1.726,902.5479741501807,234.2780215310215,
1.741,,,176.6397262817373
1.756,902.5480075766485,234.2779965191047,
1.771,,,176.63944351698558
1.786,902.5480634615325,234.27795571085622,
1.801,,,176.63967815794646
1.815,902.548135091211,234.27790389202988,
1.83,,,176.63940429532968
1.845,902.5482163826581,234.27784538983084,
1.86,,,176.63960310258497
1.875,902.5483020194911,234.27778397806577,
1.89,,,176.6393460180154
1.904,902.5483875291902,234.27772282410785,
1.919,,,176.6395204050144
1.934,902.5484693095937,234.27766447183973,
1.949,,,176.63928558370978
1.964,902.5485446133541,234.27761085433906,
1.979,,,176.63944391407026
1.994,902.5486114991451,234.27756333001756,
2.009,,,176.63923417887955
2.023,902.5486687581182,234.27752273614408,
2.038,,,176.63938182805302
2.053,902.5487158235167,234.27748945411994,
2.067,,,176.6391975922079
2.082,902.548752670535,234.27746348146533,
2.097,,,176.63933741514688
2.112,902.5487797125605,234.27744450616552,
2.127,,,176.63917723542838
2.142,902.5487976988956,234.277431979767,
2.156,,,176.6393102299546
2.172,902.5488076180121,234.27742518636558,
2.188,,,176.63917146927247
2.203,902.5488106093736,234.27742330535452,
2.219,,,176.63929746845773
2.235,902.5488078859053,234.27742546647812,
2.25,,,176.6391769272183
2.264,902.5488006683423,234.27743079634413,
2.279,,,176.63929520772948
2.294,,,176.63918963742293
2.308,902.5487901319447,234.2774384560737,
2.323,902.5487773654446,234.27744767020647,
2.338,,,176.63929938282186
2.353,902.5487633416043,234.27745774732534,
2.369,,,176.63920584352124
2.385,902.5487488983858,234.2774680931283,
2.4,,,176.6393064446263
2.415,902.5487347294802,234.277478216853,
2.431,,,176.63922250527227
2.446,902.5487213827868,234.2774877320676,
2.461,,,176.63931371046402
2.475,902.548709265371,234.27749635288345,
2.49,,,176.63923751515892
2.505,,,176.63931946160125
2.521,902.5486986534356,234.27750388663597,
2.537,902.5486897059147,234.27751022402705,
2.553,,,176.63924969744428
2.574,902.5486824804117,234.27751532763813,
2.589,,,176.63932286128022
2.698,902.5486769503533,234.27751921961584,
2.714,,,176.63925866589165
2.823,902.5486730223959,234.27752196921327,
2.839,,,176.63932376833674
2.948,902.5486705532976,234.27752368074232,
2.964,,,176.63926461113095
3.073,902.5486693656438,234.27752448236936,
3.089,,,176.6393225110617
3.199,902.5486692619811,234.27752451606588,
3.215,,,176.6392680745022
3.324,903.4142509463609,234.27752392891725,
3.34,,,176.6393196694017
3.449,905.2435180240186,234.72223438956078,
3.465,,,176.83014849591322
3.573,906.5029175939532,234.78478244107654,
3.589,,,176.95767064013378
3.698,906.9288512749401,235.042189867688,
3.714,,,177.03872508322738
3.823,906.4340704972628,235.10014976108204,
3.838,,,177.1348183136193
3.948,905.9663170755344,235.13293038335894,
3.963,,,177.13090415825678
4.073,905.0514391590026,234.7160979314548,
4.088,,,176.96761308525927
4.198,904.0495653765599,234.32411276518664,
4.213,,,176.69784794033393
4.323,903.1194137631655,234.0674674837569,
4.339,,,176.54336477166405
4.448,902.4629819308454,233.8984390853272,
4.464,,,176.43127928547753
4.573,902.1132055772642,233.75995841300673,
4.589,,,176.35121116108272
4.698,,,176.2498238635974
4.714,902.1683164943571,233.57728114475728,
4.823,902.5385170311501,233.34812746045853,
4.824,,,176.12056819724415
4.948,902.8865545200788,233.18305297371887,
4.964,,,176.01071333055586
5.073,903.1986085336007,233.21796078555408,
5.088,,,176.00564328728933
5.198,903.4724585680009,233.3749386110332,
5.213,,,176.08911110711676
5.323,,,176.1951698987994
5.338,903.633247959489,233.5545266067337,
5.448,903.6356849251517,233.66127216725275,
5.464,,,176.26872620520362
5.573,903.5788524534535,233.7435070304488,
5.589,,,176.3165787345169
5.698,903.4518358828515,233.84967440905538,
5.714,,,176.37500029373362
5.823,903.3278329556034,234.0237966153259,
5.839,,,176.46853207985038
5.948,903.2202421720891,234.16464477865446,
5.964,,,176.55996712129078
6.073,903.1396826015878,234.27340051009557,
