type,aid,timestamp,status,distance_m,azimuth_deg,elevation_deg,los
ios,2,13.626,,2.2954776287078857,0,141,0
ios,0,13.627,,5.156755447387695,0,141,0
anchor,1,13.646,0,5.928,,,
anchor,2,13.748,0,2.274,,,
anchor,0,13.77,2,0.0,,,
anchor,3,13.781,0,3.517,,,
anchor,1,13.844,0,5.895,,,
anchor,2,13.91,0,2.288,,,
anchor,0,13.933,0,5.187,,,
anchor,3,13.961,0,3.438,,,
ios,1,14.022,,5.920900821685791,75,63,1
ios,2,14.022,,2.282177448272705,0,141,0
ios,3,14.022,,3.5156662464141846,52,-59,1
ios,1,14.022,,5.892120838165283,75,63,1
ios,2,14.022,,2.2854373455047607,0,141,0
ios,0,14.022,,5.176304340362549,0,141,0
ios,3,14.022,,3.4338228702545166,52,-58,1
anchor,1,14.042,0,5.9,,,
ios,1,14.046,,5.895418643951416,73,60,1
anchor,2,14.072,0,2.288,,,
anchor,0,14.094,0,5.187,,,
ios,2,14.117,,2.2874093055725098,0,141,0
ios,0,14.117,,5.181776523590088,0,141,0
anchor,3,14.141,0,3.47,,,
ios,3,14.199,,3.4676992893218994,51,-56,1
anchor,1,14.231,2,0.0,,,
anchor,2,14.234,0,2.279,,,
anchor,0,14.255,0,5.173,,,
ios,2,14.28,,2.2810921669006348,0,141,0
ios,0,14.28,,5.172718524932861,0,141,0
anchor,3,14.32,0,3.489,,,
ios,3,14.339,,3.485687017440796,50,-55,1
anchor,2,14.396,0,2.293,,,
ios,2,14.41,,2.2885468006134033,0,141,0
anchor,0,14.418,0,5.178,,,
anchor,1,14.437,0,5.956,,,
ios,0,14.438,,5.173772811889648,0,141,0
anchor,3,14.501,0,3.428,,,
ios,1,14.524,,5.949381351470947,69,57,1
ios,3,14.524,,3.4266278743743896,49,-56,1
anchor,2,14.558,0,2.279,,,
anchor,0,14.58,0,5.173,,,
ios,2,14.607,,2.281524658203125,0,141,0
ios,0,14.607,,5.1710124015808105,0,141,0
anchor,1,14.635,0,5.905,,,
ios,1,14.644,,5.9011149406433105,71,62,1
anchor,3,14.681,0,3.475,,,
ios,3,14.696,,3.4724960327148438,47,-55,1
anchor,2,14.72,0,2.307,,,
anchor,0,14.742,0,5.168,,,
ios,2,14.772,,2.2967052459716797,0,141,0
ios,0,14.772,,5.1677327156066895,0,141,0
anchor,1,14.834,0,5.947,,,
ios,1,14.848,,5.9321184158325195,71,62,0
anchor,3,14.861,0,3.517,,,
ios,3,14.871,,3.4951531887054443,47,-55,0
anchor,2,14.882,0,2.284,,,
anchor,0,14.904,0,5.145,,,
ios,2,14.93,,2.287226438522339,0,141,0
ios,0,14.93,,5.149754047393799,0,141,0
anchor,1,15.033,0,5.933,,,
anchor,3,15.033,5,0.0,,,
anchor,2,15.035,2,0.0,,,
ios,1,15.036,,5.930271148681641,71,62,0
anchor,0,15.065,0,5.135,,,
ios,0,15.092,,5.139392852783203,0,141,0
anchor,2,15.206,0,2.27,,,
anchor,3,15.212,2,0.0,,,
ios,2,15.217,,2.2753992080688477,0,141,0
anchor,1,15.221,2,0.0,,,
anchor,0,15.228,0,5.14,,,
ios,0,15.232,,5.138617992401123,0,141,0
anchor,2,15.368,0,2.251,,,
ios,2,15.373,,2.2586686611175537,0,141,0
anchor,0,15.389,2,0.0,,,
anchor,3,15.4,0,3.508,,,
ios,3,15.416,,3.5022146701812744,47,-55,0
anchor,1,15.429,0,5.914,,,
ios,1,15.499,,5.913628101348877,71,62,0
anchor,2,15.53,0,2.241,,,
anchor,0,15.552,0,5.145,,,
ios,2,15.581,,2.2476422786712646,0,141,0
ios,0,15.581,,5.140013694763184,0,141,0
anchor,3,15.582,0,3.588,,,
anchor,1,15.626,0,5.909,,,
ios,3,15.663,,3.556056261062622,47,-55,0
ios,1,15.663,,5.906091213226318,71,62,0
anchor,2,15.692,0,2.241,,,
ios,2,15.7,,2.2427451610565186,0,141,0
anchor,0,15.714,0,5.103,,,
ios,0,15.747,,5.113325595855713,0,141,0
anchor,3,15.762,0,3.756,,,
ios,3,15.825,,3.6840314865112305,47,-55,0
anchor,1,15.825,0,5.881,,,
ios,1,15.834,,5.885335922241211,71,62,0
anchor,2,15.854,0,2.284,,,
anchor,0,15.876,0,5.037,,,
ios,2,15.909,,2.2667315006256104,0,141,0
ios,0,15.909,,5.0644097328186035,0,141,0
anchor,3,15.942,0,3.742,,,
ios,3,15.992,,3.7185580730438232,47,-55,0
anchor,1,16.014,2,0.0,,,
anchor,2,16.016,0,2.392,,,
anchor,0,16.038,0,4.962,,,
ios,2,16.07,,2.343329429626465,0,141,0
ios,0,16.07,,4.997622966766357,0,141,0
anchor,3,16.121,0,3.803,,,
ios,3,16.153,,3.8001692295074463,-34,109,1
anchor,2,16.178,0,2.41,,,
anchor,0,16.2,0,4.901,,,
anchor,1,16.22,0,5.703,,,
ios,2,16.237,,2.385624647140503,0,141,0
ios,0,16.237,,4.936400890350342,0,141,0
ios,1,16.239,,5.744607448577881,71,62,0
anchor,3,16.301,0,3.864,,,
ios,3,16.311,,3.862825870513916,-59,107,1
anchor,2,16.34,2,0.0,,,
anchor,0,16.362,0,4.77,,,
ios,0,16.376,,4.830230236053467,0,141,0
anchor,1,16.418,0,5.68,,,
ios,1,16.439,,5.698485374450684,71,62,0
anchor,3,16.481,0,3.972,,,
anchor,2,16.493,2,0.0,,,
ios,3,16.494,,3.970151424407959,-82,117,1
anchor,0,16.524,0,4.624,,,
ios,0,16.56,,4.70084810256958,0,141,0
anchor,1,16.616,0,5.633,,,
ios,1,16.648,,5.6259050369262695,-10,113,1
anchor,3,16.652,2,0.0,,,
anchor,2,16.662,3,0.0,,,
anchor,0,16.686,0,4.479,,,
ios,0,16.69,,4.562089920043945,0,141,0
anchor,1,16.814,0,5.558,,,
anchor,2,16.817,2,0.0,,,
ios,1,16.821,,5.550957202911377,-20,121,1
anchor,0,16.839,2,0.0,,,
anchor,3,16.841,0,4.089,,,
ios,3,16.883,,4.04390287399292,-82,117,0
anchor,2,16.979,2,0.0,,,
anchor,1,17.003,2,0.0,,,
anchor,0,17.011,0,4.272,,,
anchor,3,17.012,2,0.0,,,
ios,0,17.033,,4.348351001739502,0,141,0
anchor,2,17.15,3,0.0,,,
ios,2,17.154,,2.703688144683838,0,141,0
